Month,Division,Car Class,Total Miles,Number of Failures,Number of Cars,MDBF,12-Month Average MDBF
2016-05-01,B,R143,959307,18,212,53295.0,61346
2016-05-01,B,R160,8732409,30,1662,291080.0,315794
2016-05-01,A,R188-CONVERSION,1312363,3,350,437454.0,142293
2016-05-01,A,R188-NEW,419760,1,123,419760.0,436023
2016-05-01,B,R32,783024,23,222,34045.0,33996
2016-05-01,B,R42,147675,6,50,24613.0,37603
2016-05-01,B,R46,3326053,31,752,107292.0,86062
2016-05-01,A,R62,1484391,4,315,371098.0,195744
2016-05-01,A,R62A,3301945,25,824,132078.0,92333
2016-05-01,B,R68,1995175,18,425,110843.0,118007
2016-05-01,B,R68A,620164,6,200,103361.0,123228
2016-04-01,A,R142,4496564,17,1030,264504.0,153221
2016-04-01,A,R142A,972256,27,220,36009.0,54135
2016-04-01,B,R143,874320,9,212,97147.0,63288
2016-04-01,B,R160,8830579,40,1662,220764.0,327425
2016-04-01,A,R188-CONVERSION,1137856,3,340,379285.0,126637
2016-04-01,A,R188-NEW,382342,0,122,N/A,352571
2016-04-01,B,R32,758982,19,222,39946.0,35666
2016-04-01,B,R42,151199,2,50,75600.0,40140
2016-04-01,B,R46,3219906,49,752,65712.0,89305
2016-04-01,A,R62,1379315,8,315,172414.0,190675
2016-04-01,A,R62A,3331531,32,824,104110.0,91604
2016-04-01,B,R68,1938328,15,425,129222.0,119902
2016-04-01,B,R68A,603875,4,200,150969.0,128828
2016-03-01,A,R142,5089688,27,1030,188507.0,148053
2016-03-01,A,R142A,1062700,17,240,62512.0,57545
2016-03-01,B,R143,984212,20,212,49211.0,62398
2016-03-01,B,R160,9212662,23,1662,400551.0,342377
2016-03-01,A,R188-CONVERSION,1209720,5,320,241944.0,120191
2016-03-01,A,R188-NEW,415931,2,120,207966.0,315015
2016-03-01,B,R32,861671,26,222,33141.0,37761
2016-03-01,B,R42,154034,5,50,30807.0,39309
2016-03-01,B,R46,3388143,55,752,61603.0,94882
2016-03-01,A,R62,1508954,14,315,107782.0,182864
2016-03-01,A,R62A,3524241,42,824,83911.0,93882
2016-03-01,B,R68,2102048,20,425,105102.0,119846
2016-03-01,B,R68A,638134,7,200,91162.0,126551
2016-02-01,A,R142,4757790,35,1030,135937.0,148354
2016-02-01,A,R142A,1021894,17,250,60111.0,59156
2016-02-01,B,R143,900501,15,212,60033.0,65164
2016-02-01,B,R160,8224868,36,1662,228469.0,345586
2016-02-01,A,R188-CONVERSION,1106877,9,300,122986.0,110524
2016-02-01,A,R188-NEW,354624,3,118,118208.0,335141
2016-02-01,B,R32,750572,17,222,44151.0,38362
2016-02-01,B,R42,114530,0,50,0.0,41027
2016-02-01,B,R46,3150819,40,752,78770.0,101630
2016-02-01,A,R62,1336175,8,315,167022.0,190050
2016-02-01,A,R62A,3152890,35,824,90083.0,94755
2016-02-01,B,R68,1885200,31,425,60813.0,122788
2016-02-01,B,R68A,600274,6,200,100046.0,123449
2016-01-01,A,R142,4834537,37,1030,130663.0,150637
2016-01-01,A,R142A,1118001,21,265,53238.0,59739
2016-01-01,B,R143,1010772,15,212,67385.0,67420
2016-01-01,B,R160,8408961,22,1662,382226.0,360118
2016-01-01,A,R188-CONVERSION,1054446,9,300,117161.0,103191
2016-01-01,A,R188-NEW,423948,1,118,423948.0,316687
2016-01-01,B,R32,734589,22,222,33390.0,39134
2016-01-01,B,R42,116765,12,50,9730.0,34880
2016-01-01,B,R46,3314399,41,752,80839.0,101040
2016-01-01,A,R62,1434392,8,315,179299.0,184641
2016-01-01,A,R62A,3327143,41,824,81150.0,94337
2016-01-01,B,R68,2016183,10,425,201618.0,133897
2016-01-01,B,R68A,522964,6,200,87161.0,121808
2015-12-01,A,R142,5216672,34,1030,153432.0,155577
2015-12-01,A,R142A,1290779,29,275,44510.0,60216
2015-12-01,B,R143,958460,13,212,73728.0,66835
2015-12-01,B,R160,9028610,24,1662,376192.0,365267
2015-12-01,A,R188-CONVERSION,1123173,4,280,280793.0,102329
2015-12-01,A,R188-NEW,477935,0,116,N/A,316396
2015-12-01,B,R32,803681,39,222,20607.0,40704
2015-12-01,B,R42,142273,4,50,35568.0,39934
2015-12-01,B,R46,3524646,42,752,83920.0,102701
2015-12-01,A,R62,1455004,6,315,242501.0,189960
2015-12-01,A,R62A,3474481,39,824,89089.0,97719
2015-12-01,B,R68,2075614,19,425,109243.0,129498
2015-12-01,B,R68A,623880,7,200,89126.0,124358
2015-11-01,A,R142,4748596,47,1030,101034.0,154683
2015-11-01,A,R142A,1263575,29,285,43572.0,64162
2015-11-01,B,R143,847604,5,212,169521.0,67467
2015-11-01,B,R160,8583161,22,1662,390144.0,373652
2015-11-01,A,R188-CONVERSION,881877,9,270,97986.0,91508
2015-11-01,A,R188-NEW,433751,1,115,433751.0,296913
2015-11-01,B,R32,818721,17,222,48160.0,47382
2015-11-01,B,R42,149509,6,50,24918.0,43297
2015-11-01,B,R46,3212594,35,752,91788.0,106747
2015-11-01,A,R62,1354410,8,315,169301.0,199255
2015-11-01,A,R62A,3246882,31,824,104738.0,97622
2015-11-01,B,R68,2038581,12,425,169882.0,129936
2015-11-01,B,R68A,580279,5,200,116056.0,131382
2015-10-01,A,R142,5061884,35,1030,144625.0,159664
2015-10-01,A,R142A,1479446,24,305,61644.0,66142
2015-10-01,B,R143,876252,16,212,54766.0,66012
2015-10-01,B,R160,9158535,30,1662,305285.0,370543
2015-10-01,A,R188-CONVERSION,970912,10,260,97091.0,89053
2015-10-01,A,R188-NEW,472555,0,114,N/A,291646
2015-10-01,B,R32,793854,24,222,33077.0,48392
2015-10-01,B,R42,171596,5,50,34319.0,48774
2015-10-01,B,R46,3283391,24,752,136808.0,109185
2015-10-01,A,R62,1426352,9,315,158484.0,196021
2015-10-01,A,R62A,3286389,42,824,78247.0,97423
2015-10-01,B,R68,2098572,21,425,99932.0,130648
2015-10-01,B,R68A,621447,1,200,621447.0,118127
2015-09-01,A,R142,4779260,32,1030,149352.0,161375
2015-09-01,A,R142A,1463316,23,315,63622.0,68424
2015-09-01,B,R143,953308,17,212,56077.0,69332
2015-09-01,B,R160,8848344,34,1662,260245.0,378663
2015-09-01,A,R188-CONVERSION,838989,6,230,139832.0,88685
2015-09-01,A,R188-NEW,419268,0,111,N/A,287308
2015-09-01,B,R32,739592,27,222,27392.0,52418
2015-09-01,B,R42,108236,2,50,54118.0,55975
2015-09-01,B,R46,3167412,36,752,87984.0,106217
2015-09-01,A,R62,1397067,7,315,199581.0,191901
2015-09-01,A,R62A,3226197,40,824,80655.0,102412
2015-09-01,B,R68,2015459,14,425,143961.0,135299
2015-09-01,B,R68A,582644,5,200,116529.0,101104
2015-08-01,A,R142,4968755,25,1030,198750.0,159357
2015-08-01,A,R142A,1484255,27,335,54972.0,71525
2015-08-01,B,R143,940979,16,212,58811.0,72972
2015-08-01,B,R160,8948012,21,1662,426096.0,386678
2015-08-01,A,R188-CONVERSION,789052,3,220,263017.0,85059
2015-08-01,A,R188-NEW,441962,1,110,441962.0,271515
2015-08-01,B,R32,739739,19,222,38934.0,54072
2015-08-01,B,R42,137656,0,50,0.0,58420
2015-08-01,B,R46,3299887,36,752,91664.0,106149
2015-08-01,A,R62,1292618,7,315,184660.0,196480
2015-08-01,A,R62A,3246576,39,824,83246.0,108329
2015-08-01,B,R68,2047061,15,425,136471.0,136795
2015-08-01,B,R68A,601987,2,200,300994.0,101101
2015-07-01,A,R142,4853887,29,1030,167375.0,157685
2015-07-01,A,R142A,1612019,37,350,43568.0,76481
2015-07-01,B,R143,983836,22,212,44720.0,76204
2015-07-01,B,R160,9088619,25,1662,363545.0,381838
2015-07-01,A,R188-CONVERSION,744562,10,200,74456.0,77140
2015-07-01,A,R188-NEW,491040,2,108,245520.0,264778
2015-07-01,B,R32,706988,21,222,33666.0,55402
2015-07-01,B,R42,125220,2,50,62610.0,54684
2015-07-01,B,R46,3336335,38,752,87798.0,101263
2015-07-01,A,R62,1409864,4,315,352466.0,202707
2015-07-01,A,R62A,3358308,44,824,76325.0,112581
2015-07-01,B,R68,2101881,16,425,131368.0,143243
2015-07-01,B,R68A,637391,7,200,91056.0,87259
2015-06-01,A,R142,4877290,31,1030,157332.0,152238
2015-06-01,A,R142A,1615166,22,355,73417.0,80985
2015-06-01,B,R143,875440,16,212,54715.0,83242
2015-06-01,B,R160,8726248,28,1662,311652.0,389131
2015-06-01,A,R188-CONVERSION,640470,12,190,53373.0,79279
2015-06-01,A,R188-NEW,499157,1,107,499157.0,271262
2015-06-01,B,R32,789620,19,222,41559.0,55540
2015-06-01,B,R42,173440,1,50,173440.0,55699
2015-06-01,B,R46,3364741,33,752,101962.0,100724
2015-06-01,A,R62,1355461,3,315,451820.0,200700
2015-06-01,A,R62A,3226667,20,824,161333.0,118541
2015-06-01,B,R68,1995311,15,425,133021.0,145981
2015-06-01,B,R68A,637401,3,200,212467.0,85470
2015-05-01,A,R142,4845439,33,1030,146831.0,154485
2015-05-01,A,R142A,1802914,26,375,69343.0,82715
2015-05-01,B,R143,806388,10,212,80639.0,89140
2015-05-01,B,R160,8699544,18,1662,483308.0,397362
2015-05-01,A,R188-CONVERSION,646089,8,170,80761.0,88003
2015-05-01,A,R188-NEW,476059,4,105,119015.0,277870
2015-05-01,B,R32,846546,12,222,70546.0,58101
2015-05-01,B,R42,101297,2,50,50649.0,53973
2015-05-01,B,R46,3300057,14,752,235718.0,96435
2015-05-01,A,R62,1429760,6,315,238293.0,184716
2015-05-01,A,R62A,3080216,26,824,118470.0,115029
2015-05-01,B,R68,2025937,15,425,135062.0,150795
2015-05-01,B,R68A,564117,3,200,188039.0,80590
2015-04-01,A,R142,4891272,33,1030,148220.0,154921
2015-04-01,A,R142A,1819180,24,390,75799.0,83409
2015-04-01,B,R143,781952,10,212,78195.0,91540
2015-04-01,B,R160,8866841,26,1662,341032.0,377858
2015-04-01,A,R188-CONVERSION,570625,3,160,190208.0,89890
2015-04-01,A,R188-NEW,449028,2,104,224514.0,338493
2015-04-01,B,R32,854700,7,222,122100.0,59547
2015-04-01,B,R42,77790,1,50,77790.0,55119
2015-04-01,B,R46,3318460,24,752,138269.0,91119
2015-04-01,A,R62,1423476,12,315,118623.0,180525
2015-04-01,A,R62A,3280541,21,824,156216.0,115613
2015-04-01,B,R68,2046799,16,425,127925.0,151111
2015-04-01,B,R68A,602911,5,200,120582.0,78648
2015-03-01,A,R142,4912696,25,1030,196508.0,159082
2015-03-01,A,R142A,1953651,24,405,81402.0,81411
2015-03-01,B,R143,881764,11,212,80160.0,91156
2015-03-01,B,R160,9167716,20,1662,458386.0,373402
2015-03-01,A,R188-CONVERSION,469584,6,150,78264.0,79858
2015-03-01,A,R188-NEW,422922,1,102,422922.0,369787
2015-03-01,B,R32,858341,22,222,39016.0,58739
2015-03-01,B,R42,99688,2,50,49844.0,52852
2015-03-01,B,R46,3362831,27,752,124549.0,88347
2015-03-01,A,R62,1409805,10,315,140981.0,201851
2015-03-01,A,R62A,3132890,34,824,92144.0,115312
2015-03-01,B,R68,2088305,15,425,139220.0,152140
2015-03-01,B,R68A,584748,8,200,73094.0,81170
2015-02-01,A,R142,4306242,26,1030,165625.0,151905
2015-02-01,A,R142A,1736140,26,420,66775.0,79373
2015-02-01,B,R143,735660,7,212,105094.0,93211
2015-02-01,B,R160,7990115,23,1662,347396.0,375314
2015-02-01,A,R188-CONVERSION,351068,8,130,43884.0,80256
2015-02-01,A,R188-NEW,376056,4,101,94014.0,372521
2015-02-01,B,R32,784003,13,222,60308.0,62541
2015-02-01,B,R42,96349,6,50,16058.0,50228
2015-02-01,B,R46,3021838,41,752,73703.0,88877
2015-02-01,A,R62,1229474,10,315,122947.0,207454
2015-02-01,A,R62A,2980587,35,824,85160.0,117791
2015-02-01,B,R68,1953385,15,425,130226.0,155771
2015-02-01,B,R68A,505114,6,200,84186.0,85175
2015-01-01,A,R142,4879280,25,1030,195171.0,146801
2015-01-01,A,R142A,1869210,31,435,60297.0,81594
2015-01-01,B,R143,918303,15,212,61220.0,87881
2015-01-01,B,R160,8821731,19,1662,464302.0,375347
2015-01-01,A,R188-CONVERSION,364593,3,120,121531.0,98442
2015-01-01,A,R188-NEW,418994,1,100,418994.0,560628
2015-01-01,B,R32,829552,15,222,55303.0,60354
2015-01-01,B,R42,94509,6,50,15752.0,54105
2015-01-01,B,R46,3245046,34,752,95443.0,90950
2015-01-01,A,R62,1343259,5,315,268652.0,215548
2015-01-01,A,R62A,3157061,25,824,126282.0,121234
2015-01-01,B,R68,2117669,17,425,124569.0,156180
2015-01-01,B,R68A,546466,5,200,109293.0,86097
