"STATION","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","CDSD","CLDD","DP01","DP10","DSND","DSNW","DT00","DT32","DX32","DX70","DX90","EMNT","EMSD","EMSN","EMXP","EMXT","HDSD","HTDD","PRCP","SNOW","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5"
"US1NJBG0003","40.91467","-73.9775","21.6","2023-09",,,,"16","14",,,,,,,,,,,"1.56",,,,"9.76",,,,,,,,
"US1NJBG0003","40.91467","-73.9775","21.6","2024-01",,,,"13","10",,,,,,,,,,,"2.47",,,,"6.54",,,,,,,,
"US1NJBG0003","40.91467","-73.9775","21.6","2024-02",,,,"10","8",,,,,,,,,,,"0.54",,,,"2.15",,,,,,,,
"USW00094789","40.63915","-73.7639","2.7","2022-01","13.4","0","0","10","9","6","3","0","27","10","0","0","9","10","9.3","1.22","59","2406","1072","4.37","17.8","30.4","38.1","22.7","70","70","42.9","56"
"USW00094789","40.63915","-73.7639","2.7","2022-02","13.0","0","0","9","9","6","1","0","22","4","0","0","15","8","2.8","0.78","69","3226","820","3.08","3.2","35.7","44.2","27.2","190","190","40.9","51"
"USW00094789","40.63915","-73.7639","2.7","2022-03","13.2","0","0","11","4","0","0","0","12","0","0","0","19","0","0.3","0.93","63","3896","670","2.62","0.5","43.4","51.1","35.7","180","270","42.9","54"
"USW00094789","40.63915","-73.7639","2.7","2022-04","13.9","0","0","14","5","0","0","0","0","0","3","0","37","0","0.0","0.96","72","4318","422","3.09","0.0","50.9","58.5","43.4","330","90","36.9","48"
"USW00094789","40.63915","-73.7639","2.7","2022-05","10.5","52","52","10","7","0","0","0","0","0","18","1","42","0","0.0","1.04","94","4455","137","4.34","0.0","62.2","70.4","54.1","40","290","32.0","41"
"USW00094789","40.63915","-73.7639","2.7","2022-06","10.7","213","162","9","7","0","0","0","0","0","27","1","55","0","0.0","1.36","94","4458","3","3.25","0.0","70.3","78.1","62.5","330","330","35.1","44"
"USW00094789","40.63915","-73.7639","2.7","2022-07","10.5","656","443","7","4","0","0","0","0","0","31","9","65","0","0.0","0.38","96","0","0","1.10","0.0","79.3","86.9","71.6","220","230","31.1","41"
"USW00094789","40.63915","-73.7639","2.7","2022-08","10.1","1081","425","7","3","0","0","0","0","0","31","5","63","0","0.0","0.35","93","0","0","0.85","0.0","78.7","86.4","71.0","180","190","29.1","36"
"USW00094789","40.63915","-73.7639","2.7","2022-09","10.7","1262","181","8","4","0","0","0","0","0","27","0","49","0","0.0","0.87","89","21","21","1.85","0.0","70.3","78.0","62.7","290","290","33.1","45"
"USW00094789","40.63915","-73.7639","2.7","2022-10","10.5","1266","4","12","8","0","0","0","0","0","5","0","38","0","0.0","1.38","76","270","249","5.61","0.0","57.1","64.5","49.7","50","50","31.1","38"
"USW00094789","40.63915","-73.7639","2.7","2022-11","12.1","1273","7","10","6","0","0","0","3","0","6","0","28","0","0.0","0.56","80","719","449","2.43","0.0","50.3","57.8","42.7","190","180","36.9","47"
"USW00094789","40.63915","-73.7639","2.7","2022-12","13.2","1273","0","10","9","0","0","0","18","3","0","0","7","0","0.0","0.68","57","1571","852","3.17","0.0","37.5","44.1","31.0","260","260","48.1","58"
"USW00094789","40.63915","-73.7639","2.7","2023-01","11.9","0","0","14","8","0","0","0","9","0","0","0","29","0","0.0","0.97","61","2291","720","3.91","0.0","41.8","47.6","36.0","260","260","33.1","43"
"USW00094789","40.63915","-73.7639","2.7","2023-02","12.1","0","0","11","5","1","1","0","17","1","0","0","4","2","1.0","0.37","64","3023","732","1.54","1.7","38.9","47.0","30.8","310","310","42.9","51"
"USW00094789","40.63915","-73.7639","2.7","2023-03","13.6","0","0","15","7","0","0","0","11","0","0","0","29","0","0.3","1.10","62","3714","691","3.46","0.4","42.7","50.1","35.3","90","110","40.0","49"
"USW00094789","40.63915","-73.7639","2.7","2023-04","11.9","13","13","9","6","0","0","0","0","0","5","0","33","0","0.0","1.75","85","4045","331","6.03","0.0","54.4","62.5","46.3","310","290","38.9","49"
"USW00094789","40.63915","-73.7639","2.7","2023-05","10.3","29","16","6","3","0","0","0","0","0","15","0","42","0","0.0","1.65","83","4217","172","1.96","0.0","60.0","68.8","51.2","350","290","28.0","39"
"USW00094789","40.63915","-73.7639","2.7","2023-06","9.8","153","124","12","4","0","0","0","0","0","30","0","49","0","0.0","0.24","83","4232","15","1.02","0.0","68.6","76.7","60.5","360","360","28.0","40"
"USW00094789","40.63915","-73.7639","2.7","2023-07","9.4","550","397","13","10","0","0","0","0","0","31","4","64","0","0.0","1.39","92","0","0","4.38","0.0","77.8","84.8","70.8","270","270","33.1","43"
"USW00094789","40.63915","-73.7639","2.7","2023-08","10.5","832","281","12","10","0","0","0","0","0","31","0","62","0","0.0","0.83","89","0","0","4.02","0.0","74.1","80.8","67.4","300","300","29.1","37"
"USW00094789","40.63915","-73.7639","2.7","2023-09","10.3","1003","171","12","9","0","0","0","0","0","22","4","51","0","0.0","8.05","93","40","40","13.02","0.0","69.4","76.2","62.5","50","40","29.1","40"
"USW00094789","40.63915","-73.7639","2.7","2023-10","9.6","1023","20","7","6","0","0","0","0","0","10","0","43","0","0.0","1.88","81","225","185","4.05","0.0","59.7","67.0","52.3","320","320","32.0","40"
"USW00094789","40.63915","-73.7639","2.7","2023-11","11.2","1023","0","6","3","0","0","0","8","0","0","0","26","0","0.0","0.74","65","816","591","1.59","0.0","45.3","53.0","37.6","110","110","35.1","46"
"USW00094789","40.63915","-73.7639","2.7","2023-12","10.5","1023","0","10","8","0","0","0","8","0","0","0","25","0","0.0","2.38","59","1509","692","7.63","0.0","42.7","48.5","36.8","120","140","40.0","55"
"USW00094789","40.63915","-73.7639","2.7","2024-01","12.8","0","0","15","9","3","1","0","16","5","0","0","18","2","1.3","1.59","56","2406","898","5.84","2.4","36.0","41.3","30.8","150","160","40.0","54"
"USW00094789","40.63915","-73.7639","2.7","2024-02","11.4","0","0","7","4","5","2","0","19","0","0","0","21","6","6.2","0.65","56","3195","788","1.68","10.4","37.8","44.0","31.6","290","300","40.9","58"
"USW00094789","40.63915","-73.7639","2.7","2024-03","13.0","0","0","11","8","0","0","0","4","0","1","0","28","0","0.0","3.13","72","3756","561","9.89","0.0","46.9","54.5","39.3","320","340","38.9","55"
"USW00094789","40.63915","-73.7639","2.7","2024-04",,"5","5","12","6","0","0","0","0","0","3","0","37","0","0.0","1.22","82","4134","378","3.12","0.0","52.6","60.1","45.0",,,,
"USW00094789","40.63915","-73.7639","2.7","2024-05","9.6","56","51","13","7","0","0","0","0","0","19","0","47","0","0.0","0.58","85","4246","112","2.63","0.0","63.0","70.5","55.6","40","160","32.0","46"
"USW00094789","40.63915","-73.7639","2.7","2024-06","10.7","320","263","9","5","0","0","0","0","0","30","2","60","0","0.0","0.85","91","4246","0","2.95","0.0","73.8","81.6","65.9","340","350","38.0","50"
"USW00094789","40.63915","-73.7639","2.7","2024-07","9.8","718","398","11","4","0","0","0","0","0","31","1","64","0","0.0","0.75","91","0","0","2.15","0.0","77.8","84.5","71.1","210","170","35.1","46"
"USW00094789","40.63915","-73.7639","2.7","2024-08","9.8","1056","338","13","9","0","0","0","0","0","31","3","58","0","0.0","1.28","95","0","0","4.37","0.0","75.9","83.4","68.4","190","180","32.0","46"
"USW00094789","40.63915","-73.7639","2.7","2024-09","8.9","1196","140","7","3","0","0","0","0","0","27","0","56","0","0.0","0.51","87","2","2","0.99","0.0","69.6","77.2","62.0","70","80","25.9","38"
"USW00094789","40.63915","-73.7639","2.7","2024-10","10.3","1214","18","1","0","0","0","0","0","0","18","0","42","0","0.0","0.01","80","141","138","0.01","0.0","61.1","70.4","51.8","290","330","33.1","48"
"USW00094789","40.63915","-73.7639","2.7","2024-11","12.1","1222","8","7","5","0","0","0","1","0","7","0","32","0","0.0","1.42","82","526","385","3.14","0.0","52.4","60.7","44.2","330","330","40.0","52"
"USC00289187","41.04156","-74.29718","71.9","2022-01",,,,"14","4",,,,,,,,,,,"1.36",,,,"2.48",,,,,,,,
"USC00289187","41.04156","-74.29718","71.9","2022-02",,,,"8","5",,"0",,,,,,,,"0.0","1.07",,,,"2.67","0.0",,,,,,,
"USC00289187","41.04156","-74.29718","71.9","2022-03",,,,"19","8",,"0",,,,,,,,"0.0","0.46",,,,"2.37","0.0",,,,,,,
"USC00289187","41.04156","-74.29718","71.9","2022-04",,,,"14","7","0","0",,,,,,,"0","0.0","3.04",,,,"7.00","0.0",,,,,,,
"USC00289187","41.04156","-74.29718","71.9","2022-05",,,,"15","9","0","0",,,,,,,"0","0.0","1.73",,,,"5.52","0.0",,,,,,,
"USC00289187","41.04156","-74.29718","71.9","2022-06",,,,"11","8","0","0",,,,,,,"0","0.0","0.91",,,,"4.06","0.0",,,,,,,
"USC00289187","41.04156","-74.29718","71.9","2022-07",,,,"4","3","0","0",,,,,,,"0","0.0","0.23",,,,"3.04","0.0",,,,,,,
"USC00289187","41.04156","-74.29718","71.9","2022-08",,,,"4","3","0","0",,,,,,,"0","0.0","1.10",,,,"2.50","0.0",,,,,,,
"USC00289187","41.04156","-74.29718","71.9","2022-09",,,,"11","5","0","0",,,,,,,"0","0.0","1.31",,,,"3.33","0.0",,,,,,,
"USC00289187","41.04156","-74.29718","71.9","2022-10",,,,"13","9","0","0",,,,,,,"0","0.0","1.45",,,,"5.40","0.0",,,,,,,
"USC00289187","41.04156","-74.29718","71.9","2022-11",,,,"10","5","0","0",,,,,,,"0","0.0","1.67",,,,"3.41","0.0",,,,,,,
"USC00289187","41.04156","-74.29718","71.9","2022-12",,,,"10","7",,,,,,,,,,,"1.72",,,,"6.37",,,,,,,,
"USC00289187","41.04156","-74.29718","71.9","2023-01",,,,"14","8","0","0",,,,,,,"0","0.0","1.96",,,,"4.96","0.0",,,,,,,
"USC00289187","41.04156","-74.29718","71.9","2023-02",,,,"9","4","1","1",,,,,,,"6","5.5","0.59",,,,"1.13","5.5",,,,,,,
"USC00289187","41.04156","-74.29718","71.9","2023-03",,,,,,,,,,,,,,,,,,,,"3.20",,,,,,,,
"USC00289187","41.04156","-74.29718","71.9","2023-04",,,,"7","4","0","0",,,,,,,"0","0.0","1.58",,,,"4.16","0.0",,,,,,,
"USC00289187","41.04156","-74.29718","71.9","2023-05",,,,"5","2","0","0",,,,,,,"0","0.0","2.25",,,,"2.93","0.0",,,,,,,
"USC00289187","41.04156","-74.29718","71.9","2023-06",,,,"9","8","0","0",,,,,,,"0","0.0","3.37",,,,"5.81","0.0",,,,,,,
"USC00289187","41.04156","-74.29718","71.9","2023-07",,,,"15","13","0","0",,,,,,,"0","0.0","2.04",,,,"8.96","0.0",,,,,,,
"USC00289187","41.04156","-74.29718","71.9","2023-08",,,,"10","9","0","0",,,,,,,"0","0.0","1.22",,,,"5.47","0.0",,,,,,,
"USC00289187","41.04156","-74.29718","71.9","2023-09",,,,"15","11","0","0",,,,,,,"0","0.0","1.90",,,,"7.76","0.0",,,,,,,
"USC00289187","41.04156","-74.29718","71.9","2023-10",,,,"14","7","0","0",,,,,,,"0","0.0","0.80",,,,"4.14","0.0",,,,,,,
"USC00289187","41.04156","-74.29718","71.9","2023-11",,,,"6","3","0","0",,,,,,,"0","0.0","1.70",,,,"3.07","0.0",,,,,,,
"USC00289187","41.04156","-74.29718","71.9","2023-12",,,,"10","6","0","0",,,,,,,"0","0.0","2.67",,,,"10.83","0.0",,,,,,,
"USC00289187","41.04156","-74.29718","71.9","2024-01",,,,"14","11",,,,,,,,,,,"2.88",,,,"6.85",,,,,,,,
"USC00289187","41.04156","-74.29718","71.9","2024-02",,,,"12","7",,,,,,,,,,,"0.50",,,,"1.96",,,,,,,,
"USC00289187","41.04156","-74.29718","71.9","2024-03",,,,"13","7","0","0",,,,,,,"0","0.0","2.11",,,,"7.58","0.0",,,,,,,
"USC00289187","41.04156","-74.29718","71.9","2024-04",,,,"9","5","0","0",,,,,,,"0","0.0","1.73",,,,"4.89","0.0",,,,,,,
"USC00289187","41.04156","-74.29718","71.9","2024-05",,,,"13","10","0","0",,,,,,,"0","0.0","0.71",,,,"3.73","0.0",,,,,,,
"USC00289187","41.04156","-74.29718","71.9","2024-06",,,,"6","4","0","0",,,,,,,"0","0.0","0.79",,,,"1.43","0.0",,,,,,,
"USC00289187","41.04156","-74.29718","71.9","2024-07",,,,"9","4","0","0",,,,,,,"0","0.0","0.76",,,,"1.76","0.0",,,,,,,
"USC00289187","41.04156","-74.29718","71.9","2024-08",,,,"16","13","0","0",,,,,,,"0","0.0","2.45",,,,"12.16","0.0",,,,,,,
"US1NJMS0059","40.7523914426565","-74.4297203421593","108.8","2022-01",,,,"13","6","6","3",,,,,,,"5","4.7","1.80",,,,"4.05","11.4",,,,,,,
"US1NJMS0059","40.7523914426565","-74.4297203421593","108.8","2022-02",,,,"10","7","5","1",,,,,,,"3","1.5","0.86",,,,"3.18","2.2",,,,,,,
"US1NJMS0059","40.7523914426565","-74.4297203421593","108.8","2022-03",,,,"13","5","2","2",,,,,,,"2","1.8","0.58",,,,"2.14","2.8",,,,,,,
"US1NJMS0059","40.7523914426565","-74.4297203421593","108.8","2022-04",,,,"14","9","0","0",,,,,,,"0","0.0","2.62",,,,"6.14","0.0",,,,,,,
"US1NJMS0059","40.7523914426565","-74.4297203421593","108.8","2022-05",,,,"17","10","0","0",,,,,,,"0","0.0","1.73",,,,"6.18","0.0",,,,,,,
"US1NJMS0059","40.7523914426565","-74.4297203421593","108.8","2022-06",,,,"13","7","0","0",,,,,,,"0","0.0","1.43",,,,"3.66","0.0",,,,,,,
"US1NJMS0059","40.7523914426565","-74.4297203421593","108.8","2022-07",,,,"7","5","0","0",,,,,,,"0","0.0","0.67",,,,"2.13","0.0",,,,,,,
"US1NJMS0059","40.7523914426565","-74.4297203421593","108.8","2022-08",,,,"8","3","0","0",,,,,,,"0","0.0","1.41",,,,"2.10","0.0",,,,,,,
"US1NJMS0059","40.7523914426565","-74.4297203421593","108.8","2022-09",,,,"10","7","0","0",,,,,,,"0","0.0","1.40",,,,"3.67","0.0",,,,,,,
"US1NJMS0059","40.7523914426565","-74.4297203421593","108.8","2022-10",,,,"13","9","0","0",,,,,,,"0","0.0","1.61",,,,"4.45","0.0",,,,,,,
"US1NJMS0059","40.7523914426565","-74.4297203421593","108.8","2022-11",,,,"11","5","0","0",,,,,,,"0","0.0","1.06",,,,"2.97","0.0",,,,,,,
"US1NJMS0059","40.7523914426565","-74.4297203421593","108.8","2022-12",,,,"10","8","0","0",,,,,,,"0","0.0","1.55",,,,"6.13","0.0",,,,,,,
"US1NJMS0059","40.7523914426565","-74.4297203421593","108.8","2023-01",,,,"16","8","0","0",,,,,,,"0","0.7","1.59",,,,"5.19","0.7",,,,,,,
"US1NJMS0059","40.7523914426565","-74.4297203421593","108.8","2023-02",,,,"8","5","1","1",,,,,,,"3","3.2","0.69",,,,"1.54","3.5",,,,,,,
"US1NJMS0059","40.7523914426565","-74.4297203421593","108.8","2023-03",,,,"15","8","2","1",,,,,,,"2","1.6","1.28",,,,"3.64","2.3",,,,,,,
"US1NJMS0059","40.7523914426565","-74.4297203421593","108.8","2023-04",,,,"11","7","0","0",,,,,,,"0","0.0","1.78",,,,"5.39","0.0",,,,,,,
"US1NJMS0059","40.7523914426565","-74.4297203421593","108.8","2023-05",,,,"9","2","0","0",,,,,,,"0","0.0","2.15",,,,"3.04","0.0",,,,,,,
"US1NJMS0059","40.7523914426565","-74.4297203421593","108.8","2023-06",,,,"8","7","0","0",,,,,,,"0","0.0","1.59",,,,"4.25","0.0",,,,,,,
"US1NJMS0059","40.7523914426565","-74.4297203421593","108.8","2023-07",,,,"13","9","0","0",,,,,,,"0","0.0","1.35",,,,"5.24","0.0",,,,,,,
"US1NJMS0059","40.7523914426565","-74.4297203421593","108.8","2023-08",,,,"10","9","0","0",,,,,,,"0","0.0","2.24",,,,"6.01","0.0",,,,,,,
"US1NJMS0059","40.7523914426565","-74.4297203421593","108.8","2023-09",,,,"15","12","0","0",,,,,,,"0","0.0","1.49",,,,"9.05","0.0",,,,,,,
"US1NJMS0059","40.7523914426565","-74.4297203421593","108.8","2023-10",,,,"12","7","0","0",,,,,,,"0","0.0","1.01",,,,"2.73","0.0",,,,,,,
"US1NJMS0059","40.7523914426565","-74.4297203421593","108.8","2023-11",,,,"5","2","0","0",,,,,,,"0","0.0","2.23",,,,"3.63","0.0",,,,,,,
"US1NJMS0059","40.7523914426565","-74.4297203421593","108.8","2023-12",,,,"12","8","0","0",,,,,,,"0","0.0","3.74",,,,"9.96","0.0",,,,,,,
"US1NJMS0059","40.7523914426565","-74.4297203421593","108.8","2024-01",,,,"17","9",,"2",,,,,,,,"2.5","2.76",,,,"6.70","4.3",,,,,,,
"US1NJMS0059","40.7523914426565","-74.4297203421593","108.8","2024-02",,,,"8","7","5","3",,,,,,,"3","4.0","0.42",,,,"2.01","8.8",,,,,,,
"US1NJMS0059","40.7523914426565","-74.4297203421593","108.8","2024-03",,,,"14","8","0","0",,,,,,,"0","0.0","2.37",,,,"8.26","0.0",,,,,,,
"US1NJMS0059","40.7523914426565","-74.4297203421593","108.8","2024-04",,,,"15","7","0","0",,,,,,,"0","0.0","1.65",,,,"5.26","0.0",,,,,,,
"US1NJMS0059","40.7523914426565","-74.4297203421593","108.8","2024-05",,,,"17","11","0","0",,,,,,,"0","0.0","1.98",,,,"5.37","0.0",,,,,,,
"US1NJMS0059","40.7523914426565","-74.4297203421593","108.8","2024-06",,,,"7","5","0","0",,,,,,,"0","0.0","0.66",,,,"2.21","0.0",,,,,,,
"US1NJMS0059","40.7523914426565","-74.4297203421593","108.8","2024-07",,,,"12","8","0","0",,,,,,,"0","0.0","1.14",,,,"4.29","0.0",,,,,,,
"US1NJMS0059","40.7523914426565","-74.4297203421593","108.8","2024-08",,,,"15","11","0","0",,,,,,,"0","0.0","4.52",,,,"12.48","0.0",,,,,,,
"US1NJMS0059","40.7523914426565","-74.4297203421593","108.8","2024-09",,,,"8","4","0","0",,,,,,,"0","0.0","0.33",,,,"0.88","0.0",,,,,,,
"US1NJMS0059","40.7523914426565","-74.4297203421593","108.8","2024-10",,,,"0","0","0","0",,,,,,,"0","0.0","0.00",,,,"0.00","0.0",,,,,,,
"US1NJMS0059","40.7523914426565","-74.4297203421593","108.8","2024-11",,,,"9","7","0","0",,,,,,,"0","0.0","1.03",,,,"3.30","0.0",,,,,,,
"US1NYNS0080","40.6629284","-73.4881848","5.2","2024-03",,,,"10","10",,,,,,,,,,,"3.38",,,,"13.30",,,,,,,,
"US1NYNS0080","40.6629284","-73.4881848","5.2","2024-04",,,,"11","11",,,,,,,,,,,"1.88",,,,"5.69",,,,,,,,
"US1NYNS0080","40.6629284","-73.4881848","5.2","2024-05",,,,"10","10",,"0",,,,,,,,"0.0","1.25",,,,"5.44","0.0",,,,,,,
"US1NYNS0080","40.6629284","-73.4881848","5.2","2024-06",,,,"4","4",,"0",,,,,,,,"0.0","1.75",,,,"5.13","0.0",,,,,,,
"US1NYNS0080","40.6629284","-73.4881848","5.2","2024-07",,,,"11","11","0","0",,,,,,,"0","0.0","1.95",,,,"4.61","0.0",,,,,,,
"US1NYNS0080","40.6629284","-73.4881848","5.2","2024-08",,,,"11","11","0","0",,,,,,,"0","0.0","2.88",,,,"12.44","0.0",,,,,,,
"US1NYNS0080","40.6629284","-73.4881848","5.2","2024-09",,,,"4","4","0","0",,,,,,,"0","0.0","0.75",,,,"1.24","0.0",,,,,,,
"US1NYNS0080","40.6629284","-73.4881848","5.2","2024-10",,,,"1","1","0","0",,,,,,,"0","0.0","0.13",,,,"0.13","0.0",,,,,,,
"US1NYNS0080","40.6629284","-73.4881848","5.2","2024-11",,,,"7","7","0","0",,,,,,,"0","0.0","2.12",,,,"6.00","0.0",,,,,,,
"US1NJES0041","40.810078","-74.309464","86.6","2022-04",,,,"15","8",,,,,,,,,,,"2.52",,,,"6.14",,,,,,,,
"US1NJES0041","40.810078","-74.309464","86.6","2022-05",,,,,,,,,,,,,,,,,,,,"6.41",,,,,,,,
"US1NJES0041","40.810078","-74.309464","86.6","2022-06",,,,"11","7",,,,,,,,,,,"0.67",,,,"3.32",,,,,,,,
"US1NJES0041","40.810078","-74.309464","86.6","2022-09",,,,"13","8",,,,,,,,,,,"0.69",,,,"3.14",,,,,,,,
"US1NJES0041","40.810078","-74.309464","86.6","2022-10",,,,"14","9",,,,,,,,,,,"2.38",,,,"5.18",,,,,,,,
"US1NJES0041","40.810078","-74.309464","86.6","2022-11",,,,"12","5",,,,,,,,,,,"0.91",,,,"2.99",,,,,,,,
"US1NJES0041","40.810078","-74.309464","86.6","2023-01",,,,"17","9",,,,,,,,,,,"1.86",,,,"5.49",,,,,,,,
"US1NJES0041","40.810078","-74.309464","86.6","2023-07",,,,"16","9",,,,,,,,,,,"1.25",,,,"5.67",,,,,,,,
"US1NJES0041","40.810078","-74.309464","86.6","2023-08",,,,"14","10",,,,,,,,,,,"1.35",,,,"5.52",,,,,,,,
"US1NJES0041","40.810078","-74.309464","86.6","2023-09",,,,"16","12",,,,,,,,,,,"2.18",,,,"9.42",,,,,,,,
"US1NJES0041","40.810078","-74.309464","86.6","2023-10",,,,"13","5",,,,,,,,,,,"1.07",,,,"3.39",,,,,,,,
"US1NJES0041","40.810078","-74.309464","86.6","2024-03",,,,,,,,,,,,,,,,,,,,"8.69",,,,,,,,
"US1NJES0041","40.810078","-74.309464","86.6","2024-04",,,,,,,,,,,,,,,,,,,,"4.99",,,,,,,,
"US1NJES0041","40.810078","-74.309464","86.6","2024-05",,,,"17","12",,,,,,,,,,,"1.19",,,,"4.33",,,,,,,,
"US1NJES0041","40.810078","-74.309464","86.6","2024-06",,,,"7","4",,,,,,,,,,,"1.17",,,,"3.11",,,,,,,,
"US1NJES0041","40.810078","-74.309464","86.6","2024-07",,,,"13","8",,,,,,,,,,,"0.93",,,,"3.15",,,,,,,,
"US1NJES0041","40.810078","-74.309464","86.6","2024-08",,,,"12","10",,,,,,,,,,,"3.74",,,,"10.05",,,,,,,,
"US1NJES0041","40.810078","-74.309464","86.6","2024-09",,,,,,,,,,,,,,,,,,,,"1.23",,,,,,,,
"US1NJES0041","40.810078","-74.309464","86.6","2024-10",,,,"1","0",,,,,,,,,,,"0.01",,,,"0.01",,,,,,,,
"US1NJES0041","40.810078","-74.309464","86.6","2024-11",,,,"11","6",,,,,,,,,,,"1.19",,,,"3.46",,,,,,,,
"US1NJES0040","40.8326","-74.2583","161.2","2022-01",,,,"12","6",,,,,,,,,,,"1.78",,,,"3.70",,,,,,,,
"US1NJES0040","40.8326","-74.2583","161.2","2022-02",,,,"11","7",,,,,,,,,,,"0.90",,,,"3.07",,,,,,,,
"US1NJES0040","40.8326","-74.2583","161.2","2022-03",,,,"13","7",,,,,,,,,,,"0.61",,,,"1.92",,,,,,,,
"US1NJES0040","40.8326","-74.2583","161.2","2022-04",,,,"12","8",,,,,,,,,,,"3.26",,,,"6.55",,,,,,,,
"US1NJES0040","40.8326","-74.2583","161.2","2022-05",,,,"14","8",,,,,,,,,,,"1.30",,,,"6.46",,,,,,,,
"US1NJES0040","40.8326","-74.2583","161.2","2022-06",,,,"12","8",,,,,,,,,,,"0.76",,,,"2.81",,,,,,,,
"US1NJES0040","40.8326","-74.2583","161.2","2022-07",,,,"9","5",,,,,,,,,,,"1.53",,,,"2.87",,,,,,,,
"US1NJES0040","40.8326","-74.2583","161.2","2022-09",,,,"10","5",,,,,,,,,,,"0.96",,,,"3.58",,,,,,,,
"US1NJES0040","40.8326","-74.2583","161.2","2022-10",,,,"12","8",,,,,,,,,,,"1.45",,,,"4.29",,,,,,,,
"US1NJES0040","40.8326","-74.2583","161.2","2022-11",,,,,,,,,,,,,,,,,,,,"2.85",,,,,,,,
"US1NJES0040","40.8326","-74.2583","161.2","2022-12",,,,"10","8",,,,,,,,,,,"1.96",,,,"6.89",,,,,,,,
"US1NJES0040","40.8326","-74.2583","161.2","2023-01",,,,"14","7",,,,,,,,,,,"1.99",,,,"4.72",,,,,,,,
"US1NJES0040","40.8326","-74.2583","161.2","2023-02",,,,,,,,,,,,,,,,,,,,"1.68",,,,,,,,
"US1NJES0040","40.8326","-74.2583","161.2","2023-03",,,,"15","5",,,,,,,,,,,"1.48",,,,"3.63",,,,,,,,
"US1NJES0040","40.8326","-74.2583","161.2","2023-04",,,,,,,,,,,,,,,,,,,,"5.39",,,,,,,,
"US1NJES0040","40.8326","-74.2583","161.2","2023-05",,,,,,,,,,,,,,,,,,,,"3.31",,,,,,,,
"US1NJES0040","40.8326","-74.2583","161.2","2023-06",,,,"11","6",,,,,,,,,,,"1.47",,,,"3.24",,,,,,,,
"US1NJES0040","40.8326","-74.2583","161.2","2023-07",,,,"13","8",,,,,,,,,,,"1.00",,,,"4.10",,,,,,,,
"US1NJES0040","40.8326","-74.2583","161.2","2023-09",,,,"14","11",,,,,,,,,,,"1.52",,,,"8.66",,,,,,,,
"US1NJES0040","40.8326","-74.2583","161.2","2023-10",,,,"9","5",,,,,,,,,,,"0.71",,,,"2.73",,,,,,,,
"US1NJES0040","40.8326","-74.2583","161.2","2023-11",,,,,,,,,,,,,,,,,,,,"4.33",,,,,,,,
"US1NJES0040","40.8326","-74.2583","161.2","2023-12",,,,,,,,,,,,,,,,,,,,"9.34",,,,,,,,
"US1NJES0040","40.8326","-74.2583","161.2","2024-01",,,,"15","11",,,,,,,,,,,"3.71",,,,"8.43",,,,,,,,
"US1NJES0040","40.8326","-74.2583","161.2","2024-02",,,,"8","6",,,,,,,,,,,"0.55",,,,"2.03",,,,,,,,
"US1NJES0040","40.8326","-74.2583","161.2","2024-03",,,,"12","9",,,,,,,,,,,"2.70",,,,"9.00",,,,,,,,
"US1NJES0040","40.8326","-74.2583","161.2","2024-05",,,,,,,,,,,,,,,,,,,,"4.02",,,,,,,,
"US1NJES0040","40.8326","-74.2583","161.2","2024-07",,,,,,,,,,,,,,,,,,,,"3.12",,,,,,,,
"US1NJES0040","40.8326","-74.2583","161.2","2024-09",,,,,,,,,,,,,,,,,,,,"0.91",,,,,,,,
"US1NJES0040","40.8326","-74.2583","161.2","2024-10",,,,"0","0",,"0",,,,,,,,"0.0","0.00",,,,"0.00","0.0",,,,,,,
"USC00284987","40.29698","-74.00153","9.1","2022-01",,"0","0","13","8","6","3","0","28","11","0","0","7","14","11.5","1.32","59","2548","1109","4.48","19.4","29.2","36.9","21.5",,,,
"USC00284987","40.29698","-74.00153","9.1","2022-02",,"0","0","12","9","7","1","0","23","4","1","0","11","9","1.8","0.61","70","3374","826","3.30","2.8","35.5","45.7","25.3",,,,
"USC00284987","40.29698","-74.00153","9.1","2022-03",,"0","0","12","5","0","0","0","14","0","2","0","19","0","0.8","1.33","78","4063","689","3.62","0.8","42.8","52.3","33.2",,,,
"USC00284987","40.29698","-74.00153","9.1","2022-04",,"2","2","15","7","0","0","0","2","0","5","0","32","0","0.0","1.92","87","4498","434","4.78","0.0","50.6","60.1","41.1",,,,
"USC00284987","40.29698","-74.00153","9.1","2022-05",,"45","43","18","10","0","0","0","0","0","11","2","39","0","0.0","1.25","92","4680","182","5.84","0.0","60.5","68.6","52.4",,,,
"USC00284987","40.29698","-74.00153","9.1","2022-06",,"201","156","13","6","0","0","0","0","0","28","3","53","0","0.0","0.79","98","4690","10","3.19","0.0","69.9","79.8","59.9",,,,
"USC00284987","40.29698","-74.00153","9.1","2022-07",,"623","421","8","3","0","0","0","0","0","31","10","59","0","0.0","0.80","100","0","0","1.37","0.0","78.6","88.0","69.2",,,,
"USC00284987","40.29698","-74.00153","9.1","2022-08",,"1023","401","8","4","0","0","0","0","0","31","8","60","0","0.0","0.76","100","0","0","1.81","0.0","77.9","86.8","69.0",,,,
