month_year_line,major_incident_category,major_incident_count,month_year,line,ridership,avg_wind_speed,total_rain,total_snow,avg_max_temp,avg_min_temp,no_of_train_failures,mean_dist_btw_failures,total_num_of_delays
2024-08_L,Stations and Structure,1,2024-08,L,92307476,3.7235483870967743,7.0200000000000005,0,82.51612903225806,67.70967741935483,147,159133.66666666666,1255
2024-08_L,Stations and Structure,1,2024-08,L,92307476,3.7235483870967743,7.0200000000000005,0,82.51612903225806,67.70967741935483,147,159133.66666666666,1255
2024-08_L,Signals,1,2024-08,L,92307476,3.7235483870967743,7.0200000000000005,0,82.51612903225806,67.70967741935483,147,159133.66666666666,1255
2024-08_L,Persons on Trackbed/Police/Medical,2,2024-08,L,92307476,3.7235483870967743,7.0200000000000005,0,82.51612903225806,67.70967741935483,147,159133.66666666666,1255
2024-08_M,Signals,1,2024-08,M,92307476,3.7235483870967743,7.0200000000000005,0,82.51612903225806,67.70967741935483,147,159133.66666666666,1412
2024-08_N,Subway Car,1,2024-08,N,92307476,3.7235483870967743,7.0200000000000005,0,82.51612903225806,67.70967741935483,147,159133.66666666666,3212
2024-08_N,Other,1,2024-08,N,92307476,3.7235483870967743,7.0200000000000005,0,82.51612903225806,67.70967741935483,147,159133.66666666666,3212
2024-08_N,Signals,2,2024-08,N,92307476,3.7235483870967743,7.0200000000000005,0,82.51612903225806,67.70967741935483,147,159133.66666666666,3212
2024-08_N,Stations and Structure,1,2024-08,N,92307476,3.7235483870967743,7.0200000000000005,0,82.51612903225806,67.70967741935483,147,159133.66666666666,3212
2024-08_Q,Stations and Structure,1,2024-08,Q,92307476,3.7235483870967743,7.0200000000000005,0,82.51612903225806,67.70967741935483,147,159133.66666666666,1811
2024-08_Q,Other,1,2024-08,Q,92307476,3.7235483870967743,7.0200000000000005,0,82.51612903225806,67.70967741935483,147,159133.66666666666,1811
2024-08_Q,Persons on Trackbed/Police/Medical,1,2024-08,Q,92307476,3.7235483870967743,7.0200000000000005,0,82.51612903225806,67.70967741935483,147,159133.66666666666,1811
2024-08_Q,Track,1,2024-08,Q,92307476,3.7235483870967743,7.0200000000000005,0,82.51612903225806,67.70967741935483,147,159133.66666666666,1811
2024-08_R,Stations and Structure,1,2024-08,R,92307476,3.7235483870967743,7.0200000000000005,0,82.51612903225806,67.70967741935483,147,159133.66666666666,1864
2024-08_R,Track,2,2024-08,R,92307476,3.7235483870967743,7.0200000000000005,0,82.51612903225806,67.70967741935483,147,159133.66666666666,1864
2024-07_1,Signals,2,2024-07,1,93987734,3.073870967741936,4.2,0,87.22580645,72.06451612903226,116,199794.66666666666,2513
2024-07_1,Other,1,2024-07,1,93987734,3.073870967741936,4.2,0,87.22580645,72.06451612903226,116,199794.66666666666,2513
2024-07_1,Persons on Trackbed/Police/Medical,1,2024-07,1,93987734,3.073870967741936,4.2,0,87.22580645,72.06451612903226,116,199794.66666666666,2513
2024-07_1,Subway Car,1,2024-07,1,93987734,3.073870967741936,4.2,0,87.22580645,72.06451612903226,116,199794.66666666666,2513
2024-07_2,Subway Car,1,2024-07,2,93987734,3.073870967741936,4.2,0,87.22580645,72.06451612903226,116,199794.66666666666,2494
2024-07_3,Persons on Trackbed/Police/Medical,1,2024-07,3,93987734,3.073870967741936,4.2,0,87.22580645,72.06451612903226,116,199794.66666666666,1440
2024-07_3,Signals,1,2024-07,3,93987734,3.073870967741936,4.2,0,87.22580645,72.06451612903226,116,199794.66666666666,1440
2024-07_4,Persons on Trackbed/Police/Medical,1,2024-07,4,93987734,3.073870967741936,4.2,0,87.22580645,72.06451612903226,116,199794.66666666666,1999
2024-07_4,Persons on Trackbed/Police/Medical,2,2024-07,4,93987734,3.073870967741936,4.2,0,87.22580645,72.06451612903226,116,199794.66666666666,1999
2024-07_4,Other,1,2024-07,4,93987734,3.073870967741936,4.2,0,87.22580645,72.06451612903226,116,199794.66666666666,1999
2024-07_5,Signals,3,2024-07,5,93987734,3.073870967741936,4.2,0,87.22580645,72.06451612903226,116,199794.66666666666,1362
2024-07_5,Persons on Trackbed/Police/Medical,1,2024-07,5,93987734,3.073870967741936,4.2,0,87.22580645,72.06451612903226,116,199794.66666666666,1362
2024-07_5,Track,2,2024-07,5,93987734,3.073870967741936,4.2,0,87.22580645,72.06451612903226,116,199794.66666666666,1362
2024-07_6,Signals,1,2024-07,6,93987734,3.073870967741936,4.2,0,87.22580645,72.06451612903226,116,199794.66666666666,2895
2024-07_6,Track,1,2024-07,6,93987734,3.073870967741936,4.2,0,87.22580645,72.06451612903226,116,199794.66666666666,2895
2024-07_7,Signals,1,2024-07,7,93987734,3.073870967741936,4.2,0,87.22580645,72.06451612903226,116,199794.66666666666,1106
2024-07_7,Persons on Trackbed/Police/Medical,1,2024-07,7,93987734,3.073870967741936,4.2,0,87.22580645,72.06451612903226,116,199794.66666666666,1106
2024-07_A,Subway Car,2,2024-07,A,93987734,3.073870967741936,4.2,0,87.22580645,72.06451612903226,176,153803.66666666666,3110
2024-07_B,Track,1,2024-07,B,93987734,3.073870967741936,4.2,0,87.22580645,72.06451612903226,176,153803.66666666666,1689
2024-07_B,Signals,2,2024-07,B,93987734,3.073870967741936,4.2,0,87.22580645,72.06451612903226,176,153803.66666666666,1689
2024-07_B,Other,1,2024-07,B,93987734,3.073870967741936,4.2,0,87.22580645,72.06451612903226,176,153803.66666666666,1689
2024-07_C,Subway Car,1,2024-07,C,93987734,3.073870967741936,4.2,0,87.22580645,72.06451612903226,176,153803.66666666666,2336
2024-07_D,Persons on Trackbed/Police/Medical,1,2024-07,D,93987734,3.073870967741936,4.2,0,87.22580645,72.06451612903226,176,153803.66666666666,2579
2024-07_D,Persons on Trackbed/Police/Medical,1,2024-07,D,93987734,3.073870967741936,4.2,0,87.22580645,72.06451612903226,176,153803.66666666666,2579
2024-07_D,Track,1,2024-07,D,93987734,3.073870967741936,4.2,0,87.22580645,72.06451612903226,176,153803.66666666666,2579
2024-07_D,Signals,2,2024-07,D,93987734,3.073870967741936,4.2,0,87.22580645,72.06451612903226,176,153803.66666666666,2579
2024-07_E,Subway Car,2,2024-07,E,93987734,3.073870967741936,4.2,0,87.22580645,72.06451612903226,176,153803.66666666666,2086
2024-07_E,Track,3,2024-07,E,93987734,3.073870967741936,4.2,0,87.22580645,72.06451612903226,176,153803.66666666666,2086
2024-07_F,Signals,3,2024-07,F,93987734,3.073870967741936,4.2,0,87.22580645,72.06451612903226,176,153803.66666666666,2910
2024-07_F,Persons on Trackbed/Police/Medical,1,2024-07,F,93987734,3.073870967741936,4.2,0,87.22580645,72.06451612903226,176,153803.66666666666,2910
2024-07_F,Track,2,2024-07,F,93987734,3.073870967741936,4.2,0,87.22580645,72.06451612903226,176,153803.66666666666,2910
2024-07_F,Stations and Structure,1,2024-07,F,93987734,3.073870967741936,4.2,0,87.22580645,72.06451612903226,176,153803.66666666666,2910
2024-07_F,Other,1,2024-07,F,93987734,3.073870967741936,4.2,0,87.22580645,72.06451612903226,176,153803.66666666666,2910
2024-07_G,Track,1,2024-07,G,93987734,3.073870967741936,4.2,0,87.22580645,72.06451612903226,176,153803.66666666666,597
2024-07_JZ,Signals,1,2024-07,JZ,93987734,3.073870967741936,4.2,0,87.22580645,72.06451612903226,176,153803.66666666666,1598
2024-07_L,Subway Car,1,2024-07,L,93987734,3.073870967741936,4.2,0,87.22580645,72.06451612903226,176,153803.66666666666,1812
2024-07_L,Signals,1,2024-07,L,93987734,3.073870967741936,4.2,0,87.22580645,72.06451612903226,176,153803.66666666666,1812
2024-07_L,Persons on Trackbed/Police/Medical,2,2024-07,L,93987734,3.073870967741936,4.2,0,87.22580645,72.06451612903226,176,153803.66666666666,1812
2024-07_L,Stations and Structure,1,2024-07,L,93987734,3.073870967741936,4.2,0,87.22580645,72.06451612903226,176,153803.66666666666,1812
2024-07_M,Track,3,2024-07,M,93987734,3.073870967741936,4.2,0,87.22580645,72.06451612903226,176,153803.66666666666,1520
2024-07_M,Other,2,2024-07,M,93987734,3.073870967741936,4.2,0,87.22580645,72.06451612903226,176,153803.66666666666,1520
2024-07_N,Track,3,2024-07,N,93987734,3.073870967741936,4.2,0,87.22580645,72.06451612903226,176,153803.66666666666,2695
2024-07_Q,Persons on Trackbed/Police/Medical,2,2024-07,Q,93987734,3.073870967741936,4.2,0,87.22580645,72.06451612903226,176,153803.66666666666,1724
2024-07_R,Stations and Structure,1,2024-07,R,93987734,3.073870967741936,4.2,0,87.22580645,72.06451612903226,176,153803.66666666666,1783
2024-07_R,Persons on Trackbed/Police/Medical,1,2024-07,R,93987734,3.073870967741936,4.2,0,87.22580645,72.06451612903226,176,153803.66666666666,1783
2024-07_S Rock,Persons on Trackbed/Police/Medical,1,2024-07,S Rock,93987734,3.073870967741936,4.2,0,87.22580645,72.06451612903226,176,153803.66666666666,278
2024-06_1,Signals,1,2024-06,1,96761954,3.5475,1.71,0,83,67.10,109,178967.66666666666,1883
2024-06_1,Subway Car,1,2024-06,1,96761954,3.5475,1.71,0,83,67.10,109,178967.66666666666,1883
2024-06_2,Other,1,2024-06,2,96761954,3.5475,1.71,0,83,67.10,109,178967.66666666666,2589
2024-06_2,Persons on Trackbed/Police/Medical,2,2024-06,2,96761954,3.5475,1.71,0,83,67.10,109,178967.66666666666,2589
2024-06_2,Signals,1,2024-06,2,96761954,3.5475,1.71,0,83,67.10,109,178967.66666666666,2589
2024-06_2,Stations and Structure,1,2024-06,2,96761954,3.5475,1.71,0,83,67.10,109,178967.66666666666,2589
2024-06_4,Persons on Trackbed/Police/Medical,1,2024-06,4,96761954,3.5475,1.71,0,83,67.10,109,178967.66666666666,1917
2024-06_4,Signals,1,2024-06,4,96761954,3.5475,1.71,0,83,67.10,109,178967.66666666666,1917
2024-06_5,Other,2,2024-06,5,96761954,3.5475,1.71,0,83,67.10,109,178967.66666666666,1552
2024-06_5,Track,1,2024-06,5,96761954,3.5475,1.71,0,83,67.10,109,178967.66666666666,1552
2024-06_5,Signals,1,2024-06,5,96761954,3.5475,1.71,0,83,67.10,109,178967.66666666666,1552
2024-06_5,Persons on Trackbed/Police/Medical,1,2024-06,5,96761954,3.5475,1.71,0,83,67.10,109,178967.66666666666,1552
2024-06_6,Persons on Trackbed/Police/Medical,2,2024-06,6,96761954,3.5475,1.71,0,83,67.10,109,178967.66666666666,3106
2024-06_6,Signals,1,2024-06,6,96761954,3.5475,1.71,0,83,67.10,109,178967.66666666666,3106
2024-06_6,Signals,1,2024-06,6,96761954,3.5475,1.71,0,83,67.10,109,178967.66666666666,3106
2024-06_7,Signals,1,2024-06,7,96761954,3.5475,1.71,0,83,67.10,109,178967.66666666666,1445
2024-06_7,Persons on Trackbed/Police/Medical,1,2024-06,7,96761954,3.5475,1.71,0,83,67.10,109,178967.66666666666,1445
2024-06_7,Track,1,2024-06,7,96761954,3.5475,1.71,0,83,67.10,109,178967.66666666666,1445
2024-06_7,Subway Car,1,2024-06,7,96761954,3.5475,1.71,0,83,67.10,109,178967.66666666666,1445
2024-06_S 42nd,Subway Car,1,2024-06,S 42nd,96761954,3.5475,1.71,0,83,67.10,109,178967.66666666666,
2024-06_A,Persons on Trackbed/Police/Medical,1,2024-06,A,96761954,3.5475,1.71,0,83,67.10,136,158616.83333333334,2809
2024-06_A,Track,1,2024-06,A,96761954,3.5475,1.71,0,83,67.10,136,158616.83333333334,2809
2024-06_A,Subway Car,1,2024-06,A,96761954,3.5475,1.71,0,83,67.10,136,158616.83333333334,2809
2024-06_A,Signals,2,2024-06,A,96761954,3.5475,1.71,0,83,67.10,136,158616.83333333334,2809
2024-06_B,Persons on Trackbed/Police/Medical,3,2024-06,B,96761954,3.5475,1.71,0,83,67.10,136,158616.83333333334,909
2024-06_C,Signals,1,2024-06,C,96761954,3.5475,1.71,0,83,67.10,136,158616.83333333334,1703
2024-06_D,Persons on Trackbed/Police/Medical,1,2024-06,D,96761954,3.5475,1.71,0,83,67.10,136,158616.83333333334,1940
2024-06_E,Persons on Trackbed/Police/Medical,1,2024-06,E,96761954,3.5475,1.71,0,83,67.10,136,158616.83333333334,1868
2024-06_E,Track,1,2024-06,E,96761954,3.5475,1.71,0,83,67.10,136,158616.83333333334,1868
2024-06_E,Subway Car,1,2024-06,E,96761954,3.5475,1.71,0,83,67.10,136,158616.83333333334,1868
2024-06_F,Track,1,2024-06,F,96761954,3.5475,1.71,0,83,67.10,136,158616.83333333334,2374
2024-06_F,Persons on Trackbed/Police/Medical,2,2024-06,F,96761954,3.5475,1.71,0,83,67.10,136,158616.83333333334,2374
2024-06_JZ,Signals,2,2024-06,JZ,96761954,3.5475,1.71,0,83,67.10,136,158616.83333333334,1168
2024-06_L,Stations and Structure,1,2024-06,L,96761954,3.5475,1.71,0,83,67.10,136,158616.83333333334,922
2024-06_L,Signals,1,2024-06,L,96761954,3.5475,1.71,0,83,67.10,136,158616.83333333334,922
2024-06_M,Track,1,2024-06,M,96761954,3.5475,1.71,0,83,67.10,136,158616.83333333334,1136
2024-06_N,Track,1,2024-06,N,96761954,3.5475,1.71,0,83,67.10,136,158616.83333333334,2522
2024-06_N,Signals,1,2024-06,N,96761954,3.5475,1.71,0,83,67.10,136,158616.83333333334,2522
2024-06_N,Persons on Trackbed/Police/Medical,1,2024-06,N,96761954,3.5475,1.71,0,83,67.10,136,158616.83333333334,2522
2024-06_Q,Other,1,2024-06,Q,96761954,3.5475,1.71,0,83,67.10,136,158616.83333333334,1659
2024-06_R,Signals,1,2024-06,R,96761954,3.5475,1.71,0,83,67.10,136,158616.83333333334,1552
2024-06_R,Persons on Trackbed/Police/Medical,2,2024-06,R,96761954,3.5475,1.71,0,83,67.10,136,158616.83333333334,1552
2024-05_1,Signals,1,2024-05,1,105903207,4.106129032258065,4.11,0,72.51612903225806,57.41935483870968,111,148407.66666666666,2256
2024-05_1,Persons on Trackbed/Police/Medical,2,2024-05,1,105903207,4.106129032258065,4.11,0,72.51612903225806,57.41935483870968,111,148407.66666666666,2256
2024-05_2,Persons on Trackbed/Police/Medical,1,2024-05,2,105903207,4.106129032258065,4.11,0,72.51612903225806,57.41935483870968,111,148407.66666666666,2178
2024-05_3,Track,1,2024-05,3,105903207,4.106129032258065,4.11,0,72.51612903225806,57.41935483870968,111,148407.66666666666,1012
2024-05_3,Signals,1,2024-05,3,105903207,4.106129032258065,4.11,0,72.51612903225806,57.41935483870968,111,148407.66666666666,1012
2024-05_4,Signals,1,2024-05,4,105903207,4.106129032258065,4.11,0,72.51612903225806,57.41935483870968,111,148407.66666666666,2049
2024-05_4,Stations and Structure,1,2024-05,4,105903207,4.106129032258065,4.11,0,72.51612903225806,57.41935483870968,111,148407.66666666666,2049
2024-05_4,Persons on Trackbed/Police/Medical,3,2024-05,4,105903207,4.106129032258065,4.11,0,72.51612903225806,57.41935483870968,111,148407.66666666666,2049
2024-05_4,Stations and Structure,1,2024-05,4,105903207,4.106129032258065,4.11,0,72.51612903225806,57.41935483870968,111,148407.66666666666,2049
2024-05_4,Other,1,2024-05,4,105903207,4.106129032258065,4.11,0,72.51612903225806,57.41935483870968,111,148407.66666666666,2049
2024-05_5,Persons on Trackbed/Police/Medical,1,2024-05,5,105903207,4.106129032258065,4.11,0,72.51612903225806,57.41935483870968,111,148407.66666666666,1410
2024-05_6,Persons on Trackbed/Police/Medical,4,2024-05,6,105903207,4.106129032258065,4.11,0,72.51612903225806,57.41935483870968,111,148407.66666666666,3599
2024-05_6,Signals,1,2024-05,6,105903207,4.106129032258065,4.11,0,72.51612903225806,57.41935483870968,111,148407.66666666666,3599
2024-05_7,Track,1,2024-05,7,105903207,4.106129032258065,4.11,0,72.51612903225806,57.41935483870968,111,148407.66666666666,1456
2024-05_7,Signals,1,2024-05,7,105903207,4.106129032258065,4.11,0,72.51612903225806,57.41935483870968,111,148407.66666666666,1456
2024-05_7,Persons on Trackbed/Police/Medical,2,2024-05,7,105903207,4.106129032258065,4.11,0,72.51612903225806,57.41935483870968,111,148407.66666666666,1456
2024-05_A,Other,2,2024-05,A,105903207,4.106129032258065,4.11,0,72.51612903225806,57.41935483870968,129,157939,2709
2024-05_A,Subway Car,1,2024-05,A,105903207,4.106129032258065,4.11,0,72.51612903225806,57.41935483870968,129,157939,2709
2024-05_A,Persons on Trackbed/Police/Medical,1,2024-05,A,105903207,4.106129032258065,4.11,0,72.51612903225806,57.41935483870968,129,157939,2709
